Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
2016/4/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LAS AMERICAS E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LAS AGUAS E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LAS AGUAS E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LAS AGUAS E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LAS AGUAS E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LAS ACACIAS E-8,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/1/1,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LAS ACACIAS E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LAS ACACIAS E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LAS ACACIAS E-19,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LAGOS DE SUBA E-11,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA VICTORIA E-4,URBANA,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AMA DE CASA,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA VICTORIA E-4,URBANA,HOSPITALES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA VICTORIA E-11,URBANA,APARTAMENTO EN CONJUNTO CERRADO,CUERDA/SOGA/CADENA,A PIE,A PIE,50,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,CONTADOR,SUPERIOR,11001000,1
2016/3/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA TOSCANA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA SOLEDAD E-13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA SABANA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA RIVIERA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,LA RIVIERA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA RIVERA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/3/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA RIVERA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA RESURRECCIÓN II E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO TAXI,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA PLAYA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA PLAYA E-19,URBANA,RIOS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA PLAYA E-19,URBANA,RIOS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA PLAYA E-19,URBANA,BOSQUES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA PERSEVERANCIA E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO EJERCITO,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA PEPITA E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA PENINSULA E-4,URBANA,CAÑOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA PAZ E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA PAZ E-5,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,LA PAZ E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA PAZ E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA PAZ (EL CEBADAL) E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA PALESTINA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA MARICHUELA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/10/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA MARICHUELA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA MARIA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA MARIA   E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA MAGDALENA E-13,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA LLANURA   E-8,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA LIBERTAD E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA LIBERTAD E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA LIBERTAD E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA LIBERTAD E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/29,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA INDEPENDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/8/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA INDEPENDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA INDEPENDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/4/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA INDEPENDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA INDEPENDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/1,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA IGUALDAD E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/6/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA GRANJA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/1/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/7/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA GAITANA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/1,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA FRAGUITA ZONA INVADIDA E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,49,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,LA FRAGUA E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,LA FORTALEZA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA FLORIDA SUR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA FLORIDA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA FLORA ALTA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA FISCALA E-5,URBANA,BOSQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA FISCALA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,54,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA FAVORITA E-14,URBANA,ESTACION TRANSMILENIO CALLE 19,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/7/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA ESTRELLA DEL SUR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/6/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,LA ESTRELLA DEL SUR E-19,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA ESTRELLA DEL SUR E-19,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,40,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,LA ESTRELLA DEL SUR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
